gamma,skip_points,temp_mean,temp_std,ke_mean,ke_std,pe_mean,pe_std,etot_mean,etot_std
0.1,100,277.47610199501247,16.2047168792209,11226.463500997506,655.6299930392172,-64458.506490024934,1201.7197921182694,-53232.04298952618,1852.162549188699
1.0,100,299.6272770573566,2.0301817999676834,12122.682550872818,82.1396237629438,-62176.43232917705,111.9023246406075,-50053.7497755611,136.4567884884771
5.0,100,299.15688104738155,1.917091570313604,12103.650730174564,77.56401286336654,-62172.39519376559,117.79318104585944,-50068.74446533666,134.0199804184473
50.0,100,299.2542054862843,2.2169088884909436,12107.588395760597,89.69454243810185,-62182.38214563591,111.71011338995139,-50074.793753366575,147.90114267409473
200.0,100,297.21101296758104,2.1041512007677077,12024.922545137155,85.13228509316237,-62388.916251620954,103.36764129299918,-50363.99370274314,125.29595225651467
